finding_id,rule,file,line,message,suggested_triage,rationale,requires_human_review
mbedtls_098,R04,embedded\mbedtls\programs\ssl\ssl_mail_client.c,164,Return value of cryptographic function 'mbedtls_strerror' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_099,R04,embedded\mbedtls\programs\ssl\ssl_mail_client.c,358,Return value of cryptographic function 'mbedtls_fprintf' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_100,R04,embedded\mbedtls\programs\ssl\ssl_mail_client.c,529,Return value of cryptographic function 'mbedtls_printf' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_101,R04,embedded\mbedtls\programs\ssl\ssl_mail_client.c,636,Return value of cryptographic function 'mbedtls_printf' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_102,R04,embedded\mbedtls\programs\ssl\ssl_mail_client.c,666,Return value of cryptographic function 'mbedtls_printf' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_103,R04,embedded\mbedtls\programs\ssl\ssl_mail_client.c,668,Return value of cryptographic function 'mbedtls_printf' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_104,R04,embedded\mbedtls\programs\ssl\ssl_mail_client.c,713,Return value of cryptographic function 'mbedtls_printf' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_105,R04,embedded\mbedtls\programs\ssl\ssl_mail_client.c,787,Return value of cryptographic function 'mbedtls_ssl_config_free' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_106,R04,embedded\mbedtls\programs\ssl\ssl_pthread_server.c,69,Return value of cryptographic function 'mbedtls_mutex_lock' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_107,R04,embedded\mbedtls\programs\ssl\ssl_pthread_server.c,72,Return value of cryptographic function 'mbedtls_fprintf' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_108,R04,embedded\mbedtls\programs\ssl\ssl_pthread_server.c,127,Return value of cryptographic function 'mbedtls_printf' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_109,R04,embedded\mbedtls\programs\ssl\ssl_pthread_server.c,138,Return value of cryptographic function 'mbedtls_printf' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_110,R04,embedded\mbedtls\programs\ssl\ssl_pthread_server.c,310,Return value of cryptographic function 'mbedtls_net_init' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_111,R04,embedded\mbedtls\programs\ssl\ssl_pthread_server.c,311,Return value of cryptographic function 'mbedtls_net_init' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_112,R04,embedded\mbedtls\programs\ssl\ssl_pthread_server.c,313,Return value of cryptographic function 'mbedtls_mutex_init' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_113,R04,embedded\mbedtls\programs\ssl\ssl_pthread_server.c,411,Return value of cryptographic function 'mbedtls_printf' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_114,R04,embedded\mbedtls\programs\ssl\ssl_pthread_server.c,454,Return value of cryptographic function 'mbedtls_ssl_config_free' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_115,R04,embedded\mbedtls\programs\ssl\ssl_pthread_server.c,458,Return value of cryptographic function 'mbedtls_memory_buffer_alloc_free' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_116,R04,embedded\mbedtls\programs\ssl\ssl_pthread_server.c,460,Return value of cryptographic function 'mbedtls_psa_crypto_free' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_117,R04,embedded\mbedtls\programs\ssl\ssl_server.c,201,Return value of cryptographic function 'mbedtls_printf' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_118,R04,embedded\mbedtls\programs\ssl\ssl_server.c,263,Return value of cryptographic function 'mbedtls_printf' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_119,R04,embedded\mbedtls\programs\ssl\ssl_server.c,294,Return value of cryptographic function 'mbedtls_printf' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_120,R04,embedded\mbedtls\programs\ssl\ssl_server.c,322,Return value of cryptographic function 'mbedtls_net_free' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_121,R04,embedded\mbedtls\programs\ssl\ssl_server.c,326,Return value of cryptographic function 'mbedtls_ssl_free' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_122,R04,embedded\mbedtls\programs\ssl\ssl_server.c,331,Return value of cryptographic function 'mbedtls_psa_crypto_free' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_123,R04,embedded\mbedtls\programs\ssl\ssl_server.c,333,Return value of cryptographic function 'mbedtls_exit' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_124,R04,embedded\mbedtls\programs\ssl\ssl_server2.c,764,Return value of cryptographic function 'mbedtls_pk_free' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_125,R04,embedded\mbedtls\programs\ssl\ssl_server2.c,774,Return value of cryptographic function 'mbedtls_free' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_126,R04,embedded\mbedtls\programs\ssl\ssl_server2.c,922,Return value of cryptographic function 'mbedtls_ssl_set_hs_ca_chain' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_127,R04,embedded\mbedtls\programs\ssl\ssl_server2.c,1265,Return value of cryptographic function 'mbedtls_printf' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_128,R04,embedded\mbedtls\programs\ssl\ssl_server2.c,1274,Return value of cryptographic function 'mbedtls_printf' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_129,R04,embedded\mbedtls\programs\ssl\ssl_server2.c,1275,Return value of cryptographic function 'mbedtls_free' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_130,R04,embedded\mbedtls\programs\ssl\ssl_server2.c,1626,Return value of cryptographic function 'mbedtls_net_init' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_131,R04,embedded\mbedtls\programs\ssl\ssl_server2.c,1649,Return value of cryptographic function 'mbedtls_ssl_cookie_init' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_132,R04,embedded\mbedtls\programs\ssl\ssl_server2.c,1654,Return value of cryptographic function 'mbedtls_fprintf' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_133,R04,embedded\mbedtls\programs\ssl\ssl_server2.c,1782,Return value of cryptographic function 'mbedtls_printf' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_134,R04,embedded\mbedtls\programs\ssl\ssl_server2.c,1795,Return value of cryptographic function 'mbedtls_printf' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_135,R04,embedded\mbedtls\programs\ssl\ssl_server2.c,1815,Return value of cryptographic function 'mbedtls_printf' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_136,R04,embedded\mbedtls\programs\ssl\ssl_server2.c,2365,Return value of cryptographic function 'mbedtls_printf' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_137,R04,embedded\mbedtls\programs\ssl\ssl_server2.c,2600,Return value of cryptographic function 'mbedtls_printf' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_138,R04,embedded\mbedtls\programs\ssl\ssl_server2.c,2885,Return value of cryptographic function 'mbedtls_platform_set_time' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_139,R04,embedded\mbedtls\programs\ssl\ssl_server2.c,3190,Return value of cryptographic function 'mbedtls_ssl_set_export_keys_cb' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_140,R04,embedded\mbedtls\programs\ssl\ssl_server2.c,3282,Return value of cryptographic function 'mbedtls_printf' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_141,R04,embedded\mbedtls\programs\ssl\ssl_server2.c,3376,Return value of cryptographic function 'mbedtls_printf' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_142,R04,embedded\mbedtls\programs\ssl\ssl_server2.c,3490,Return value of cryptographic function 'mbedtls_printf' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_143,R04,embedded\mbedtls\programs\ssl\ssl_server2.c,3537,Return value of cryptographic function 'mbedtls_printf' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_144,R04,embedded\mbedtls\programs\ssl\ssl_server2.c,3539,Return value of cryptographic function 'mbedtls_printf' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_145,R04,embedded\mbedtls\programs\ssl\ssl_server2.c,3621,Return value of cryptographic function 'mbedtls_printf' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_146,R04,embedded\mbedtls\programs\ssl\ssl_server2.c,3629,Return value of cryptographic function 'mbedtls_printf' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_147,R04,embedded\mbedtls\programs\ssl\ssl_server2.c,3870,Return value of cryptographic function 'mbedtls_printf' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_148,R04,embedded\mbedtls\programs\ssl\ssl_server2.c,3942,Return value of cryptographic function 'mbedtls_printf' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_149,R04,embedded\mbedtls\programs\ssl\ssl_server2.c,3966,Return value of cryptographic function 'mbedtls_printf' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_150,R04,embedded\mbedtls\programs\ssl\ssl_server2.c,3988,Return value of cryptographic function 'mbedtls_printf' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_151,R04,embedded\mbedtls\programs\ssl\ssl_server2.c,4168,Return value of cryptographic function 'mbedtls_ssl_cache_free' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_152,R04,embedded\mbedtls\programs\ssl\ssl_server2.c,4171,Return value of cryptographic function 'mbedtls_ssl_ticket_free' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_153,R04,embedded\mbedtls\programs\ssl\ssl_server2.c,4261,Return value of cryptographic function 'mbedtls_free' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_154,R04,embedded\mbedtls\programs\ssl\ssl_server2.c,4272,Return value of cryptographic function 'mbedtls_printf' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_155,R04,embedded\mbedtls\programs\ssl\ssl_server2.c,4297,Return value of cryptographic function 'mbedtls_exit' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_156,R04,embedded\mbedtls\programs\ssl\ssl_test_common_source.c,368,Return value of cryptographic function 'mbedtls_printf' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_157,R04,embedded\mbedtls\programs\test\dlopen.c,114,Return value of cryptographic function 'mbedtls_exit' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_158,R04,embedded\mbedtls\programs\test\selftest.c,111,Return value of cryptographic function 'mbedtls_printf' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_159,R04,embedded\mbedtls\programs\test\selftest.c,122,Return value of cryptographic function 'mbedtls_printf' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_160,R04,embedded\mbedtls\programs\test\selftest.c,493,Return value of cryptographic function 'mbedtls_printf' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_161,R04,embedded\mbedtls\programs\test\selftest.c,516,Return value of cryptographic function 'mbedtls_memory_buffer_alloc_init' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_162,R04,embedded\mbedtls\programs\test\selftest.c,562,Return value of cryptographic function 'mbedtls_printf' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_163,R04,embedded\mbedtls\programs\test\selftest.c,579,Return value of cryptographic function 'mbedtls_exit' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_164,R04,embedded\mbedtls\programs\test\udp_proxy.c,172,Return value of cryptographic function 'mbedtls_exit' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_165,R04,embedded\mbedtls\programs\test\udp_proxy.c,556,Return value of cryptographic function 'mbedtls_printf' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_166,R04,embedded\mbedtls\programs\util\strerror.c,38,Return value of cryptographic function 'mbedtls_exit' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_167,R04,embedded\mbedtls\programs\x509\cert_app.c,103,Return value of cryptographic function 'mbedtls_x509_crt_info' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_168,R04,embedded\mbedtls\programs\x509\cert_app.c,135,Return value of cryptographic function 'mbedtls_ssl_init' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_169,R04,embedded\mbedtls\programs\x509\cert_app.c,270,Return value of cryptographic function 'mbedtls_x509_crt_free' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_170,R04,embedded\mbedtls\programs\x509\cert_app.c,293,Return value of cryptographic function 'mbedtls_x509_crt_free' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_171,R04,embedded\mbedtls\programs\x509\cert_app.c,333,Return value of cryptographic function 'mbedtls_debug_set_threshold' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_172,R04,embedded\mbedtls\programs\x509\cert_app.c,368,Return value of cryptographic function 'mbedtls_ssl_conf_dbg' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_173,R04,embedded\mbedtls\programs\x509\cert_app.c,414,Return value of cryptographic function 'mbedtls_ssl_free' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_174,R04,embedded\mbedtls\programs\x509\cert_app.c,431,Return value of cryptographic function 'mbedtls_exit' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_175,R04,embedded\mbedtls\programs\x509\cert_req.c,266,Return value of cryptographic function 'mbedtls_printf' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_176,R04,embedded\mbedtls\programs\x509\cert_req.c,431,Return value of cryptographic function 'mbedtls_printf' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_177,R04,embedded\mbedtls\programs\x509\cert_req.c,513,Return value of cryptographic function 'mbedtls_exit' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_178,R04,embedded\mbedtls\programs\x509\cert_write.c,438,Return value of cryptographic function 'mbedtls_printf' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_179,R04,embedded\mbedtls\programs\x509\cert_write.c,452,Return value of cryptographic function 'mbedtls_printf' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_180,R04,embedded\mbedtls\programs\x509\cert_write.c,794,Return value of cryptographic function 'mbedtls_strerror' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_181,R04,embedded\mbedtls\programs\x509\cert_write.c,795,Return value of cryptographic function 'mbedtls_printf' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_182,R04,embedded\mbedtls\programs\x509\cert_write.c,859,Return value of cryptographic function 'mbedtls_printf' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_183,R04,embedded\mbedtls\programs\x509\cert_write.c,927,Return value of cryptographic function 'mbedtls_printf' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_184,R04,embedded\mbedtls\programs\x509\cert_write.c,942,Return value of cryptographic function 'mbedtls_printf' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_185,R04,embedded\mbedtls\programs\x509\cert_write.c,948,Return value of cryptographic function 'mbedtls_printf' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_186,R04,embedded\mbedtls\programs\x509\cert_write.c,960,Return value of cryptographic function 'mbedtls_printf' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_187,R04,embedded\mbedtls\programs\x509\crl_app.c,125,Return value of cryptographic function 'mbedtls_exit' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_188,R04,embedded\mbedtls\programs\x509\req_app.c,93,Return value of cryptographic function 'mbedtls_printf' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_189,R04,embedded\mbedtls\programs\x509\req_app.c,104,Return value of cryptographic function 'mbedtls_printf' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_190,R04,embedded\mbedtls\programs\x509\req_app.c,122,Return value of cryptographic function 'mbedtls_x509_csr_free' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_191,R04,embedded\mbedtls\programs\x509\req_app.c,125,Return value of cryptographic function 'mbedtls_exit' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_192,R04,embedded\mbedtls\tests\src\test_helpers\ssl_helpers.c,399,Return value of cryptographic function 'mbedtls_test_mock_socket_close' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_193,R04,embedded\mbedtls\tests\src\test_helpers\ssl_helpers.c,845,Return value of cryptographic function 'mbedtls_ssl_conf_max_tls_version' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_194,R04,embedded\mbedtls\tests\src\test_helpers\ssl_helpers.c,927,Return value of cryptographic function 'mbedtls_ssl_conf_dbg' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_195,R04,embedded\mbedtls\tests\src\test_helpers\ssl_helpers.c,1044,Return value of cryptographic function 'mbedtls_test_message_socket_close' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_196,R04,embedded\mbedtls\tests\src\test_helpers\ssl_helpers.c,1763,Return value of cryptographic function 'mbedtls_x509_crt_free' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_197,R04,embedded\mbedtls\tests\src\test_helpers\ssl_helpers.c,2057,Return value of cryptographic function 'mbedtls_platform_zeroize' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_198,R04,embedded\mbedtls\tests\src\test_helpers\ssl_helpers.c,2205,Return value of cryptographic function 'mbedtls_ssl_init' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
mbedtls_199,R04,embedded\mbedtls\tests\src\test_helpers\ssl_helpers.c,2253,Return value of cryptographic function 'mbedtls_free' is unchecked.,safe_to_ignore,Finding is in a test/example/program directory; not treated as production migration evidence in this audit.,False
